,IDs,Sequence,AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y,Unnamed: 22
3768,NonAllergen_6241,mkynekktelsevgkevqqfwndkkifeksvetregnptftfyegppsangtpgihhvmgrtvkdifcrfktmqgfqvkrkggwdthglpvelqvekelgitkedigkkitveqynqkcreavmkyksqwdeltvkmgywvdlekpyitfennyiesvwyllkefhqkkllykgytiqpyspaagtglsshelnqpgtykdvrdtsavaqfklkanpkfadntyflawtttpwtlpsnsalavgenieyvlvstfnpytfkpvqvilakallgkyfsekakdlsleaykdgdklipfkilqsykgkdlvgieyeqlmpylqpetpafrviagdfvstedgtgivhiaptfgaddarvaklagipsivtkddrgneyplvdkrgrftkevtdfageyvkeayltdeekeaervkqgrdkylsvderisiklkeanrafkvekyehsyphcwrtdkpvlyypldswfikttakkerlvelnktinwkpestgvgrfgnwlenlvdwnlsrsrywgtplpiwrsedgseekcigsieelkteiakaqkagietatdikdlhrpyvdnivlvsdsgkpmkreldlidvwfdsgampyaqwhypfenkelfnnnypadfiaegvdqtrgwfftlhaisgmlydkvafknvianglvldkngnkmskrvgnvvnpfetidkygpdatrwymitnappwdnlkfnldgitevqrrffgtlqntysffalyanldnftfaeaeiplaqrtesdrwilsklqslvkdvadaysdyeptkagraiqdfvvddlsnwyvrlnrkrfwkgeynadktaayqtlytcletvaklgapiapfymdklfsdlnqvskknavesvhladfpkvneafldveleermslaqrisslvhsirkaqtikvrqplsrilipilqphlkaqiqavedliknevnikaveyiedtsgvviktikpnfkklgkeygaklkeignaiaelraeditaiernvfelkladgtvipitsedveirsqdipgwsvaseggitvalditlsddlrkegiardvvnrvqnlrkdmglevqdkiritiqkvdelinsalsanqeyictetqafslelvekladgkevemdeqtlimkiek,6.94,0.54,6.4,8.29,4.32,5.68,1.26,6.4,9.28,8.29,1.44,4.68,4.23,3.6,4.23,4.95,6.04,7.03,2.07,4.32,0
3769,NonAllergen_9276,mscrlllyvslclvetalmntkitqsprylilgranksleceqhlghnamywykqsaekppelmflynlkqlirnetvpsrfipecpdssklllhisavdpedsavyfcasshgqgvsgntlyfgegsrlivv,5.26,3.76,2.26,6.77,3.01,5.26,3.01,4.51,4.51,14.29,3.01,4.51,5.26,3.76,4.51,10.53,3.76,6.02,0.75,5.26,0
3770,NonAllergen_6904,mkeqklihegliteslpngmfqvrldngdlvlgyvsgrirrsfirilpgdrvkievsrydstrgriiyrlrnkdsnd,0.0,0.0,7.79,5.19,2.6,9.09,1.3,10.39,5.19,10.39,2.6,5.19,2.6,2.6,14.29,7.79,2.6,6.49,0.0,3.9,0
3772,NonAllergen_4308,maanrhgghlplpeglaapthrtviyyakcdfspseercvnrftgrpgpltlmrdrsnvehmvlitvktdeedrntaeqnqararsrsqetkkiltllapqidynpltldsldhnlgqravifsygpnlhqrlttsalelqracktlklhsilriesgrhftskavqyvveneddiltaaligennlyqintetlsatrlvtdalswaeykpldvtcnavmkppregvqpmclvasspvsdynfnkylmitpsctaislhmghpyprvsqgifhvhsstrtmgrqccdylfhssllpngnttafacgyyvtsttgsgsiptsvneqilhaasaqgrslnnlgvpvvsgflkplprcsevpnnvithvsqlrtaserdlnlcrvragqfvaavgaydptsgpdkspylyrdsidslnraiqatklfyqmcetpcvssyqrefgscstlhhllalvspkgmtvhisrlpeeitkalrsvpvleedtvcafvsgyffncfssqlflviddkvkttpsgqihftdilkkagnlcgapvyilgrtcndigihcvndlyhprdlsvldsqatssmtltvqphasvvsatlqpqepheedesidwamfgtsstisnilshpavasksniirrldrcgngliaqqpgigpsdapvsdyaiicdssmfparlendaqsikkiskqeaqrayaqihkwfgteklflntisakvialgeqayklsrnpivgvkyaiaeaitnimfgpdcvleditltvaahwnkqetaalyrvlfackemcrelnvnlsitdasdsrdtpiqdtdaantvvvtasarvtsieritpalkkaenalvhvclskeltlsgsvfensftafsshlpdldtsklrdmfyavkhlisknlvvaghdisdgglittaaemcfastfgvtvnlpsalpalmylvsetpgallevpkehlstvttllsergltwyavgtvnnvknlsiydngthlltesinilnskwmsyaeesfetcephiesmyrndygnnamdlkhledlcthkplqlytcpshpvsvavltfpgcpdpvatlqafanvgflsypistefllqgnnlnafsclavsgssafeeegtgtriaiytllqcdlaknclkeffqrpdtlslccgelgtqllaacqvvgdthpsrgdissnpeswtlelepnaskhyeslwlnfhvpqttksiilqalrgtifqdglwqvlglrykhdaqeyimqqngtiamsyhsakinpylyamhyprnpsgnssvagicskngrhlallvepalsfhtwqwqhipkplvtspwalmyqcmflwcvke,8.01,3.0,4.31,5.16,3.31,5.16,3.46,5.23,3.85,10.62,2.0,5.0,5.39,3.93,4.23,9.08,7.39,6.47,1.0,3.39,0
3773,NonAllergen_7803,mgktndwldfdqlaeekvrdalkppsmykvilvnddytpmefvidvlqkffsydveratqlmlavhyqgkaicgvftaevaetkvamvnkyarenehpllctleka,9.43,1.89,7.55,8.49,4.72,2.83,1.89,2.83,8.49,9.43,4.72,3.77,3.77,3.77,2.83,1.89,5.66,10.38,0.94,4.72,0
3774,NonAllergen_2731,mgdedggrrggitrdlqklkqqamayyqendvprkledllnstfylqpadvyghlkanyfsklakppsickivgktildglglptlqveisctiqnfpkyicavaipthfevvenalpealdaedseraqavntavqwinqsiteelwglvpsnqaevdhrlrtffehkvqedkerkeleksqeelvpapppvtlpppppppppppskkkgqkagrrdtllekpvsppeppepvlhgsmaigavslavakasatlasdplyltlaslkhdqeqpstfsmpllmgsvlscgksspgklhlmkevicipspgltakqsvellleiqkqvnrametlpppkqetkkghngskraqppitgkvshlgcltinydaieqpllllqgicsnlglelgvnfhlaincaghelmdyskgkyevmvgthksaaemvelyvdlinkypsiialidpfrkedaeqwdslyaalasrcyliagaasgsvskllecrnistlkshgliikhtnqttmsdlveithlingkkllavfgstdsessddslvdlavgfgarfiklgglsrgermtkynrllaieeeliqrgvwgfseehnfsffqedatatmaeetlglldsifptevieesakt,7.75,1.62,4.36,8.24,2.75,6.62,2.58,5.49,6.95,11.95,2.1,3.23,7.27,4.36,3.23,7.59,5.17,5.65,0.65,2.42,0
3775,NonAllergen_4720,mkvaalflcglalataspswdhfktqygrkygdakeelyrqrvfqqneqliedfnkkfengevtfkvamnqfgdmtneefnavmkgykkgsrgepkavftaeagpmaadvdwrtkalvtpvkdqeqcgscwafsatgalegqhflkndelvslseqqlvdcstdygndgcgggwmtsafdyikdnggidtessypyeaedrscrfdansigaictgsvevqhteealqeavsgvgpisvaidashfsfqfyssgvyyeqncsptfldhgvlavgygtestkdywlvknswgsswgdagyikmsrnrdnncgiasepsyptv,8.72,2.8,6.54,7.48,5.3,9.66,1.56,2.8,5.61,4.98,2.18,4.67,2.8,4.67,2.8,8.72,5.3,6.54,2.18,4.67,0
3776,NonAllergen_1102,mgifdwkhwivilivvvlvfgtkklkglgsdvgesikgfrkamndddkpaeqpapqpqqaqpapqgsplnqphtidaqahkvdepirkdqv,7.69,0.0,8.79,3.3,3.3,7.69,3.3,7.69,9.89,5.49,2.2,2.2,9.89,9.89,2.2,3.3,2.2,8.79,2.2,0.0,0
3777,NonAllergen_2483,mvtgiseenddeetfsavhsstpsinsqsyaipiteemsssfhdsisttsnssgsfdsdgsnvsdvveqnemdnesnvdedlfldndipqssnllptdaqdpgpifdvsryifdslkqsidsadfsealslqtktsavinskslelkqyidemksrltqlqekfengeatskkikrdletsrknidylnaalrvdfpiefnqarekilerrlnedhdc,4.59,0.46,10.55,9.63,4.59,2.29,1.38,6.88,5.05,7.34,1.83,6.88,3.21,4.59,3.67,15.6,5.5,4.13,0.0,1.83,0
3778,NonAllergen_1969,manpphggvlkdliardaprrqelyaeaeklpaivlsdrqlcdlelilnggfsplegfmnekdytgvvaenrladgnlfsipitldvsketidevgvkagarialrdsrddrnlaiitvddiykpdkvkeanevfgdndeahpavkylhhtakefyvggkveaidrlehydyvglrytpaelrlhfdklgwqkvvafqtrnpmhrahreltvraararqanvlihpvvgltkpgdidhftrvrvyqalmprypngmavlallplamrmggpreaiwhaiirknhgathfivgrdhagpgknskgvdfygpydaqdavekyrdelgievvpfqqmtylpdsdeykpkdevakdiktldisgtelrkrlrtgqeipewfsypevvkvlreshpprnqqgftvfltgyqnsgkdaiaralnvtlnqqggrsvslllgetvrselsselgfsredrdkniariafvaaeltkagaaaivapiapfqksrqqaretvekygsfflvhvatpldhaektdrrgvyakarageikgftgvddpyeapenadlvvdtsktnvrtavhqivlllesqglltql,9.93,0.17,6.97,6.97,3.48,7.32,3.14,4.88,5.75,9.23,1.39,3.48,5.23,3.66,7.49,3.66,4.88,8.36,0.52,3.48,0
3779,NonAllergen_3157,mssrlriplwlllpttalvyfvttvstqitcrdctnrgcfcvgekgsmgipgpqgppgaqgirgfpgpeglpgpkgqkgsqgppgpqgikgdrgiigvpgfpgndgangrpgepgppgapgwdgcngtdgapgvpglpgppgmpgfpgppgvpgmkgepaigyagapgekgdagmpgmpglpgppgrdgfpgekgdrgdvgqagprgppgeagppgnpgigsigpkgdpgeqgprgpqgppgpvpstgakgtiigpegapgmkgekgdpgeagprgfpgtpgvagqpglpgmkgekglsgpagprgkegrpglpgppgfkgdrgldglpgvpglpgqkgeagfpgrdgakgargppgppgggefsdgppgppglpgregqpgppgadgypgppgpqgpqglpggpglpglpgleglpgpkgekgdsgipgapgvqgppglagppgakgepgprgvdgqsipglpgkdgrpgldglpgrkgemglpgvrgppgdslnglpgppgprgpqgpkgydgrdgapglpgipgpkgdrggtcafcahgakgekgdagyaglpgpqgerglpgipgatgapgddglpgapgrpgppgppgqdglpglpgqkgeptqltlrpgppgypgqkgetgfpgprgqeglpgkpgivgapglpgppgpkgepgltglpekpgkdgipglpglkgepgygqpgmpglpgmkgdaglpglpglpgavgpmgppvpesqlrpgppgkdglpglpgpkgeagfpgapglqgpaglpglpgmkgnpglpgapglaglpgipgekgiagkpglpgltgakgeagypgqpglpgpkgepgpsttgppgppgfpglkgkdgipgapglpglegqrglpgvpgqkgeiglpglagapgfpgakgepglpglpgkegpqgppgqpgapgfpgqkgdeglpglpgvsgmkgdtglpgvpglagppgqpgfpgqkgqpgfpgvagakgeaglpglpgapgqkgeqglaglpgipgmkgapgipgapgqdglpglpgvkgdrgfnglpgekgepgpaardgekgepglpgqpglrgpqgppglpglpglkgdegqpgygapglmgekglpglpgkpgrpgapgpkgldgapgfpglkgeaglpgapglpgqdglpglpgqkgesgfpgqpglvgppglpgkmgapgirgekgdaglpglpgergldglpgqkgeagfpgapglpgpvgpkgsagapgfpglkgepglpglegqpgprgmkgeaglpgapgrdglpglpgmkgeaglpglpgqpgksitgpkgnaglpglpgkdglpglpglkgepgkpgyagaagikgepglpgipgakgepglsgipgkrgndgipgkpgpaglpglpgmkgesglpgpqgpaglpglpglkgepglpgfpgqkgetgfpgqpgipglpgmkgdsgypgapgrdgapgkqgepgpmgppgaqpivqrgekgemgpmgapgirgekglpgldglpgpsgppgfagakgrdgfpgqpgmpgekgapglpgfpgiegipgppglpgpsgppgppgpsykdgfllvkhsqtsevpqcppgmvklwdgysllyiegnekshnqdlghagsclsrfstmpflfcdvnnvcnyasrndksywlsttapipmmpvseggiepyisrcavceapanviavhsqtiqipncpngwnslwigysfamhtgagaegggqslsspgscledfratpfiecngargtchyfankfsfwlttieddqqfripesetlkagslrtrvsrcqvcirspdvqpyrg,5.67,1.08,3.29,4.48,2.21,28.64,0.4,2.67,5.28,8.0,1.7,1.25,20.25,3.63,3.12,2.72,1.99,2.1,0.4,1.13,0
3780,NonAllergen_2142,msrrnrapkrdilpdpkyksqvvakfvnhimlsgkksiaekivygafdkikakdasanevevfekalesvspmvevksrrvggatyqvpvevrperrqtlgmrwiidaarkrkentmgdrlaaeileavegrgaavkkredthkmaeankafahfrw,12.74,0.0,4.46,8.92,3.18,5.1,1.91,5.1,11.46,3.82,3.82,3.18,3.82,1.91,10.19,5.1,2.55,9.55,1.27,1.91,0
3781,NonAllergen_7957,mkkiiamsllmfsvvmsvnakntvaskkeeqiaqpiagfrlfdlsgkapqliegnkfsrakphqlcifvenvevkeqnllaeyfvapapirmqaenaetrttedgtgnliifnlpkaniasgaitqcwqfskndpvgtyqlelqfndivfkglafqilk,10.06,1.26,2.52,6.92,6.92,5.03,0.63,8.18,8.18,8.81,3.14,6.92,4.4,6.92,2.52,5.03,4.4,6.29,0.63,1.26,0
3782,NonAllergen_2669,mkssivaklealqerheevlaylgdasviadqdrfralsreyaqltdvtrcfkewrsaqddieaaemmlddlemremaqeelkiakarseeleqqlqvlllpkdpdderdcfleiragtggdeaaifagdmfrmysryaetrrwkveimsasegehggykeviakisgdgvfgqlkfesgghrvqrvpetesqgrihtsactvavmpaipeaelpeinagdlridtfrssgaggqhvnttdsairithiptgivvecqdersqhknkakamsvlgariraaemqkrqlaeaserrnllgtgdrsdrnrtynfpqgrvtdhrinltlyrldevmegkldmliqpivqeyqadqlsalseqd,10.0,1.11,7.22,10.56,2.5,6.67,2.22,5.83,4.17,8.06,3.61,1.94,2.5,6.11,8.89,6.11,4.44,5.28,0.56,2.22,0
3783,NonAllergen_5869,mtkyalvgdvggtnarlalcdiasgeisqaktysgldypsleavirvyleehkvevkdgciaiacpitgdwvamtnhtwafsiaemkknlgfshleiindftavsmaipmlkkehliqfggaepvegkpiavygagtglgvahlvhvdkrwvslpgegghvdfapnseeeaiileilraeighvsaervlsgpglvnlyraivkadnrlpenlkpkditeraladsctdcrralslfcvimgrfggnlaltlgtfggvyiaggivprfleffkasgfraafedkgrfkeyvhdipvylivhdnpgllgsgahlrqtlghil,9.97,1.87,4.67,6.85,4.36,10.9,3.74,7.48,4.98,10.28,1.87,3.12,4.05,0.93,4.67,4.67,4.05,7.79,0.93,2.8,0
3784,NonAllergen_4761,mkrieaytdgacsgnpgpggwgallrwngnekelkggeaettnnrmelmaaisalsalkepcevdlytdsvyvrdgisgwiegwkrngwktaakkpvknaelwqaldearkahkvtwhwikghaghpeneradelaragmepfkyaghrtlkvk,12.34,1.3,3.9,9.74,0.65,11.04,3.25,3.25,9.74,7.14,2.6,5.19,3.9,0.65,5.84,3.25,4.55,3.9,5.19,2.6,0
3786,NonAllergen_6418,mnstslyaaidlgsnsfhmlvvreaaesiqtltrikrkvrlaaglnndnhlsaeamergwqclrlfaerlqdipqpqirvvatatlrlavnagefiakaqtilgcpvqvisgeeearliyqgvahttggadqrlvvdiggastelvtgtgaqttslfslsmgcvtwleryfsdrnlaqenfddaekaardvlrpvadelrfhgwkvcvgasgtvqalqeimmaqgmderitlaklqqlkqraiqcgrleeleiegltleralvfpsglailiaiftelniqsmtlaggalreglvygmlhlavdqdirsrtlrniqrrfivdtdqanrvakladnflkqvenawhiepisrelllsacqlheiglsvdfkqapyhaaylvrhldlpgytpaqkkllatlllnqtnpvdlsslhqqnavpprvaeqlcrllrlailfagrrrddlvpeitlralnenltltlpgdwlahhplgkelidqesqwqsyvhwpldvr,10.55,1.42,4.87,6.49,2.64,6.09,2.64,5.48,2.64,14.6,1.83,3.65,3.25,6.69,7.51,4.67,5.48,6.49,1.42,1.62,0
3787,NonAllergen_6008,mptnsqdttvlhalfggtfdpihyghlrpvealaaeaglnrvtllpnhvpphrpqpeanaqqrlkmvelaiagnplfavddrelhrttpsytietleairkergaalplafiigqdslltlhkwhrwqslldtchllvlarpgyndrmdtpelqqwleqhqvtdaallsrqpqgyiyladtpqleisateirqrrhqglncddllprsvqryielqglyr,8.64,0.91,5.45,5.91,1.82,5.0,5.0,4.55,1.36,15.0,1.36,3.18,7.27,7.73,8.18,3.18,6.82,4.09,1.36,3.18,0
3788,NonAllergen_2920,makiisselpdlilssvitdktiklletknytflapkevskiafkraiedmfkvkvnsinslnlpnkkkrvgryktgslplykkmivkldskdtidlfldr,3.96,0.0,6.93,3.96,3.96,1.98,0.0,9.9,16.83,12.87,2.97,4.95,3.96,0.0,3.96,8.91,5.94,5.94,0.0,2.97,0
3789,NonAllergen_3353,mshcssraltllssvfgacglllvgiavstdywlymeegtvlpqnqttevkmalhaglwrvcffagrekgrcvaseyflepeinlvtentenilktvrtatpfpmvslflvftafvisnighirpqrtilafvsgiffilsglslvvglvlyissindevmnrpssseqyfhyrygwsfafaassfllkegagvmsvylftkryaeeemyrphpafyrprlsdcsdysgqflqpeawrrgrspsdissdvsiqmtqnyppaikypdhlhistspc,6.55,2.18,2.55,5.82,6.55,5.82,2.55,5.45,2.18,9.82,2.91,2.91,5.45,2.91,5.82,11.27,5.45,7.27,1.45,5.09,0
3790,NonAllergen_6925,myslarpflfafdaerahalalraidtayrtgttalvatrpvplptpafglmfpnpvglgagldkngehidallalgfgfveigtvtpkpqegnpkprmfrlpeyqavinrmgfnnlgvdvlvknvqrarrrggllginigknkdtpneeatsdyrycmervypladyitvnisspntaglrelqeeqalrrliadlretqealaaqhgkrvpmlvkvapdlndrdidaaarvladlavdgviatnttvtrtlvashpmaeqagglsgapllgqstlvlrrlrarlpesipligvggitsgadavakmaagaslvqcysglvyrgprligecvdairrrrespsggavgpl,12.54,0.85,4.84,4.84,2.56,9.69,1.14,4.56,2.56,11.68,2.28,3.99,6.84,2.85,9.12,3.7,5.7,7.69,0.0,2.56,0
3791,NonAllergen_1431,meylnlykhlkkfidseneiiidisenypglrfdinnksginlmialadlsyvinhanqlkyanllsqfrynlfldlkflnnelkcnefidniinqipnniqdyllefknknystdelsyidncdlklklmkksfdeiaslsthsqsvielycriiyndpssfdfsvngitlpnlkkfsndfl,2.73,1.64,7.65,5.46,6.56,1.64,1.64,10.93,8.2,14.21,1.64,13.11,2.19,2.73,1.64,8.74,1.64,1.64,0.0,6.01,0
3794,NonAllergen_916,mskdqipvenlteleasselaflaaelarhdalyhgkdapeisdadydalkrrndaieaafpalvradspskkvgftplptfapivharpmlsldntfseedlrdfvssvyrflghlpddsiaftaepkidglsmsiryenrklktaatrgdgttgenvtanirtikeipnelpadapdvvevrgevymaksdflalnaqmeadgkqtyvnprntasgslrqldanvtakrklrffayalgevsnggqpariadtqygivekfrewgfpvnplmkrftsaqqllehyneigvarpdldydidgvvykvdrldlqerlgfrsrsprwatahkfpaeqafttvenieiqvgrtgaltpvarltpitvggvvvtnatlhnadyiegignsgerirpedhdirigdtvivqragdvipqvldvllekraagaakyvfpekcpvcgshavrernektgkldsvtrctggfvcraqavehlkhfvsrnafdieglgtkqidfffesddpalsiktapdiftlkarqeashltklenidgfgkvsvkklfdaidarraidlhrlifalgirhvgettakllarsygtyehfekamkaaadpasdawaelnsidgigevvaraiiefykeprnldvidrlirelqpkeaekpstegspvagktvvftgslekftrdeakaraeslgakvagsvskktdilvagpgagsklakatelgvqtmdedewlaligg,11.6,0.55,7.18,7.6,4.42,7.18,2.07,5.66,6.08,8.29,1.1,3.18,4.7,2.49,6.77,5.25,5.94,7.18,0.55,2.21,0
3795,NonAllergen_1610,mtesftrrerlrlrrdfllifkegkslqneyfvvlfrkngldysrlgivvkrkfgkatrrnklkrwvreifrrnkgvipkgfdivviprkklseefervdfwtvrekllnllkrieg,0.85,0.0,3.42,8.55,8.55,5.98,0.0,5.98,11.97,11.97,0.85,4.27,1.71,0.85,16.24,3.42,3.42,8.55,1.71,1.71,0
3796,NonAllergen_8379,mlsldlvfsfpawalllvltllytlylattrlllspirhipgptlaalsfwpefyydvvqrgqyfrqidkmhqtygplvrinpfeihiqdpsfypvlytgptrrrhkwlwaarmfgnntsafatvrhehhrlrrsalnplfsksaiqrltphlqhtlarlcsrldgfaftrqdvdlgigltafaadviteycfgqsleligkdnfgkewidmvsapselghlvkqcpwilvvckwapkalvrallpgvallfqiqermsaqiqplvdraaavdkpadpltvfdfllsstlpqhektvdrlkgegqtligagtlttgnalktiifhvlndpdifrklraevdgalenmdilsmsdtaylerlpylsacikeglrisygvthrlqliaeepliysgvtipagtpvgmtsifmhdnpvvfpqprefrperwfeadfetvqamnrhfvpfskgsrmclgmnlayaeiylvlavlfrryeislsgvtrediemahdffdpapkegarglivqlqkrg,8.2,1.17,4.88,4.88,5.86,5.86,3.12,5.66,3.32,13.09,2.54,2.15,6.25,4.1,7.03,5.08,5.86,6.25,1.56,3.12,0
3799,NonAllergen_8154,mqaipiktigdpslcdlvdrfqrqytylrlsitevcnfrcnyclpdgyrppshkqrflnlveikrlartfanlgtekiritggeptlrkdfleivetisqtegihkialttngyrmerdihlwqqvgitdlnisvdsldprqfqlitgenklqsilkgidrafelgykkikvnavlmkqytaaeldkflawikhkpiqmrfielmetgemdnffktqhlsgqtvmqrllaegwrlqpkavndgpakvlahpdyqgeiglimpyeknfcascnrlrvsatgklhlclfgeegldlrdlllsdeqqpqlaarlksalqtkrehhylhignsgirnnlasigg,5.59,2.06,5.0,6.18,3.82,7.06,2.94,7.65,6.47,12.65,2.35,4.41,3.82,6.18,6.76,4.12,5.59,3.53,0.88,2.94,0
3801,NonAllergen_6186,mwwfrrrdraplratsslslrwrvmllamsmvamvvvlmsfavyavisaalysdidnqlqsraqlliasgslaadpgkaiegtaysdvnamlvnpgqsiytaqqpgqtlpvgaaekavirgelfmsrrttadqrvlairltngsslliskslkpteavmnklrwvllivggigvavaavaggmvtraglrpvgrlteaaervartddlrpipvfgsdelarlteafnlmlralaesrerqarlvtdaghelrtpltslrtnvellmasmapgaprlpkqemvdlradvlaqieelstlvgdlvdlsrgdagevvhepvdmadvvdrslervrrrrndilfdvevigwqvygdtaglsrmalnlmdnaakwsppgghvgvrlsqldashaelvvsdrgpgipvqerrlvferfyrsasaralpgsglglaivkqvvlnhggllriedtdpggqppgtsiyvllpgrrmpipqlpgatagarstdiensrgsanvisvesqstrat,11.51,0.0,5.36,4.96,1.59,8.13,0.99,4.17,1.59,12.1,3.57,2.58,5.16,3.57,9.92,7.74,4.76,9.72,1.19,1.39,0
3802,NonAllergen_313,meeknqtivmeffflgltdhlyqkialfitilfvylvtlggnlgmitliwadprlhtpmyfflshlsfvdmcssssiapkmlcdifaeekrisfmgcaaqmwffgffvgtecfllasmaydrytaickpllytllmsqrvcvhlvvgpyvfaiinitthttlafclpfcgsntinhffcdvspllslacadswvnkvvlfvlsgaigvfsgliiivsyvsilmtifkiqtadgkqkafstcsshlsavsilygtlffiyvrpsasfslninkmislfytvvipmlnpliyslrnkevkgafrrkvqkkhfpagr,6.37,3.5,2.55,2.23,9.55,5.1,2.55,8.6,4.78,11.78,4.14,3.18,3.5,2.23,2.87,8.6,6.05,7.64,0.96,3.82,0
3803,NonAllergen_4387,miqiflrvkkaqpssdasnkygfltvlndyeillespedshayrvsksktlekasftkvfppsctqldvfsticapliadslvnmndtllftlgvsgagktytlfgpsdrpgvaflaldalfyaikgreaspqtveflrsqlekckiveaskflrgeapldikvpnteyyashfpkieeknyqyaiylsfaeiyndrifdllekasffghrhalslkksstsdkksiagiqkvfvsntteaykliqkvlqlrkststksnsvssrshlimsielfkvctksnkfescqidlvdlagsertrsaetsglllregasinrslltlgqclealrrkhegkqhiipfrqskltellfhsghlsglaginmlvnidpfgsfdenaqvmrysanareilppplnensgsqspshsllqkskntsstkaltshleqlqqenqqlrmlladadsemmnleyeirqqmtremeervsevertfltklleesaqgieytdqklekmggwmkklqdensektetiaqleqiieelheelrsleeesikessatqqnenqhkrssrkllyedkqaiqeahtintkrklwpqstliqapnsddeenvpspspkkkvvspikplspsrrppltslysgttdidinel,6.0,0.95,3.95,9.16,3.79,3.79,2.21,5.69,7.9,11.69,1.9,4.27,4.27,5.53,4.74,11.53,5.85,3.79,0.32,2.69,0
3804,NonAllergen_9290,msesafaerivhnlldtdfykltmmqgvlhnypdadvewefrcrngedlrpylgeirnqlerlndltlddgqlpflerisflkpdflrflrlfrfnlryvrvgiendqlflrlkgpwlhvilfevpllaiisevrnrqlhphmrlaeardqlyrkfdwlrahasdeelaelqvadfgtrrrfssrvqeevvrvlrddfparfvgtsnvdlawkldikplgtmahewimahqqlgprlidsqiaaldcwvreyrgllgialtdcitmdaflgdfdlyfaklfdglrhdsgepvawaekaiahyqklgidpmtktlvfsdglnltrsleifralrgrinvsfgigtnltcdipgvapmsivlkmtdcngapvakisdeaaktqcrdenfvaymrhvfkvpske,7.48,1.5,7.98,6.23,6.23,5.49,2.74,5.24,3.74,12.97,2.74,3.49,3.99,3.24,8.98,3.99,3.74,6.23,1.75,2.24,0
3806,NonAllergen_4758,mtkefhhvtvllhetvdmldikpdgiyvdatlggsghsayllsklgeeghlycfdqdqkaidnaqvtlksyidkgqvtfikdnfrhlkarltalgvdeidgilydlgvsspqlderergfsykqdapldmrmdrqslltayevvntypfndlvkiffkygedkfskqiarkieqaraikpietttelaelikaakpakelkkkghpakqifqairievndelgaadesiqdamellaldgrisvitfhsledrltkqlfkeastvdvpkglplipedmkpkfelvsrkpilpshseltankrahsaklrvakkirk,8.23,0.32,7.91,7.28,4.11,5.06,3.16,6.96,10.44,11.08,1.9,1.9,4.11,4.11,4.75,5.38,5.06,5.38,0.0,2.85,0
3807,NonAllergen_4220,mstlvqcgyfergqcqscrhiklpmaqqlaaktqelqqllapfvdnaeaqflppvvgdssgfrnkakmvvlgaahapvlgivspsgeavslcdcllypadmqallhrlerfvqqagippyrvdkakgelkfilltrsqvrgeymlrfvlrsrdaiarierelpalmaeypqikvvsvnlqpihmailegeeeifltentrleerfndvplfirpksffqtnpqvaaklyqtarewvadfapaslwdlfcgvggfglhcaakdipltgieieaeaiacakmsaqlmgldkvqfmaldstdfakgdaaqtkpeliivnpprrgigeslchslsefapkailysscnpktlakdlghirgyrltkvqlfdlfphsdhfevlallvkd,10.68,2.6,4.69,6.51,5.47,5.73,2.34,5.21,5.21,12.24,2.6,2.08,5.99,5.73,5.47,5.21,3.12,6.51,0.52,2.08,0
3808,NonAllergen_1955,manaiiekakermtqshqslarefggiragranaslldrihveyygvetplnqiasitipearvllvtpfdksslkdieralnasdlgntpandgsvirlvvpalteetrrdlakevkkvgenakvavrnirrdamdeakkqekakeitedelktlekdiqkvtddavkhiddmtankekellev,11.35,0.0,7.57,10.81,1.08,3.78,1.62,7.03,9.73,8.65,2.16,4.86,2.7,2.7,7.03,4.32,5.95,7.57,0.0,1.08,0
3809,NonAllergen_7225,maadsqtsrlltftllcllwpqeagafpamplsslfanavlraqhlhqlaadtykeferayipegqrysiqnaqtafcfsetipaptgkeeaqqrsdmellrfsllliqswlgpvqflsriftnslmfgtsdrvyeklkdleegiqalmqeledgsprvgqilkqtydkfdtnmrsddallknygllscfkkdlhkaetylrvmkcrrfvesscaf,8.8,2.31,5.09,6.94,6.48,4.17,1.39,3.24,5.09,13.89,3.24,2.31,3.7,6.94,6.02,7.87,5.56,2.78,0.93,3.24,0
3810,NonAllergen_9028,mldaqtiatvkatipllvetgpkltahfydrmfthnpelkeifnmsnqrngdqrealfnaiaayasnienlpallpavekiaqkhtsfqikpeqynivgthllatldemfnpgqevldawgkaygvlanvfihreaeiyhenaskdggwegtrpfrivaktprsalitsfefepvdggtvaeyrpgqylgvwlkpegfahqeirqysltrkpdgkgyriavkredggqvsnwlhhhasvgdvvhlaapagdffmnvaadtpvslisagvgqtpmlamldtlakgqhtaqvnwfhaaengdvhafadevselgrtlprftahtwyrepteadraqrlfdseglmdvskleaaisdpamqfylcgpvgfmqfaakqlvslgvnnenihyecfgphkvl,11.36,0.51,4.8,7.07,5.3,7.58,4.29,4.29,4.29,8.33,2.53,4.55,5.3,4.55,4.29,4.04,5.56,6.82,1.52,3.03,0
